,density,env,Run,BurnedOut,height,width
1270,0.13,0.07100000000000001,1270,0.015408320493066256,100,100
1271,0.13,0.07200000000000001,1271,0.02779984114376489,100,100
1272,0.13,0.073,1272,0.024849397590361446,100,100
1273,0.13,0.074,1273,0.02926829268292683,100,100
1274,0.13,0.075,1274,0.03355704697986577,100,100
1275,0.13,0.076,1275,0.02734375,100,100
1276,0.13,0.077,1276,0.02680565897244974,100,100
1277,0.13,0.078,1277,0.032306536438767845,100,100
1278,0.13,0.079,1278,0.03389830508474576,100,100
1279,0.13,0.08,1279,0.04011887072808321,100,100
1280,0.13,0.081,1280,0.0381619937694704,100,100
1281,0.13,0.082,1281,0.023510971786833857,100,100
1282,0.13,0.083,1282,0.02916978309648467,100,100
1283,0.13,0.084,1283,0.023809523809523808,100,100
1284,0.13,0.085,1284,0.02924451665312754,100,100
1285,0.13,0.08600000000000001,1285,0.02562170308967596,100,100
1286,0.13,0.08700000000000001,1286,0.040242976461655276,100,100
1287,0.13,0.088,1287,0.03691813804173355,100,100
1288,0.13,0.089,1288,0.03317152103559871,100,100
1289,0.13,0.09,1289,0.03136954858454476,100,100
1290,0.13,0.091,1290,0.03540519276160504,100,100
1291,0.13,0.092,1291,0.03849114703618168,100,100
1292,0.13,0.093,1292,0.02039274924471299,100,100
1293,0.13,0.094,1293,0.042081101759755164,100,100
1294,0.13,0.095,1294,0.04195804195804196,100,100
1295,0.13,0.096,1295,0.032428355957767725,100,100
1296,0.13,0.097,1296,0.024886877828054297,100,100
1297,0.13,0.098,1297,0.032992930086410056,100,100
1298,0.13,0.099,1298,0.03780864197530864,100,100
1299,0.13,0.1,1299,0.037347560975609755,100,100
1300,0.14,0.001,1300,0.0014577259475218659,100,100
1301,0.14,0.002,1301,0.0,100,100
1302,0.14,0.003,1302,0.0,100,100
1303,0.14,0.004,1303,0.0,100,100
1304,0.14,0.005,1304,0.00370919881305638,100,100
1305,0.14,0.006,1305,0.007845934379457917,100,100
1306,0.14,0.007,1306,0.0,100,100
1307,0.14,0.008,1307,0.0022338049143708115,100,100
1308,0.14,0.009000000000000001,1308,0.004344677769732078,100,100
1309,0.14,0.01,1309,0.0078125,100,100
1310,0.14,0.011,1310,0.002150537634408602,100,100
1311,0.14,0.012,1311,0.006267409470752089,100,100
1312,0.14,0.013000000000000001,1312,0.00851063829787234,100,100
1313,0.14,0.014,1313,0.008733624454148471,100,100
1314,0.14,0.015,1314,0.007534246575342466,100,100
1315,0.14,0.016,1315,0.004373177842565598,100,100
1316,0.14,0.017,1316,0.013708019191226868,100,100
1317,0.14,0.018000000000000002,1317,0.007670850767085077,100,100
1318,0.14,0.019,1318,0.004901960784313725,100,100
1319,0.14,0.02,1319,0.008064516129032258,100,100
1320,0.14,0.021,1320,0.01023391812865497,100,100
1321,0.14,0.022,1321,0.00881704628949302,100,100
1322,0.14,0.023,1322,0.004964539007092199,100,100
1323,0.14,0.024,1323,0.012622720897615708,100,100
1324,0.14,0.025,1324,0.010676156583629894,100,100
1325,0.14,0.026000000000000002,1325,0.010248901903367497,100,100
1326,0.14,0.027,1326,0.007423904974016332,100,100
1327,0.14,0.028,1327,0.012472487160674981,100,100
1328,0.14,0.029,1328,0.004357298474945534,100,100
1329,0.14,0.03,1329,0.009372746935832732,100,100
1330,0.14,0.031,1330,0.012265512265512266,100,100
1331,0.14,0.032,1331,0.01447178002894356,100,100
1332,0.14,0.033,1332,0.011212333566923615,100,100
1333,0.14,0.034,1333,0.01882693700217234,100,100
1334,0.14,0.035,1334,0.011756061719324026,100,100
1335,0.14,0.036000000000000004,1335,0.02333804809052334,100,100
1336,0.14,0.037,1336,0.015341701534170154,100,100
1337,0.14,0.038,1337,0.0235467255334805,100,100
1338,0.14,0.039,1338,0.01278409090909091,100,100
1339,0.14,0.04,1339,0.01355206847360913,100,100
1340,0.14,0.041,1340,0.010486891385767791,100,100
1341,0.14,0.042,1341,0.017743080198722498,100,100
1342,0.14,0.043000000000000003,1342,0.009200283085633405,100,100
1343,0.14,0.044,1343,0.01658255227108868,100,100
1344,0.14,0.045,1344,0.02074391988555079,100,100
1345,0.14,0.046,1345,0.021291696238467,100,100
1346,0.14,0.047,1346,0.011424219345011425,100,100
1347,0.14,0.048,1347,0.025179856115107913,100,100
1348,0.14,0.049,1348,0.028771929824561403,100,100
1349,0.14,0.05,1349,0.011954992967651195,100,100
1350,0.14,0.051000000000000004,1350,0.012445095168374817,100,100
1351,0.14,0.052000000000000005,1351,0.01221264367816092,100,100
1352,0.14,0.053,1352,0.020463847203274217,100,100
1353,0.14,0.054,1353,0.02315160567587752,100,100
1354,0.14,0.055,1354,0.017470300489168415,100,100
1355,0.14,0.056,1355,0.021754894851341553,100,100
1356,0.14,0.057,1356,0.022743425728500355,100,100
1357,0.14,0.058,1357,0.03387438249823571,100,100
1358,0.14,0.059000000000000004,1358,0.03395953757225433,100,100
1359,0.14,0.06,1359,0.013858497447118891,100,100
1360,0.14,0.061,1360,0.019417475728155338,100,100
1361,0.14,0.062,1361,0.027298850574712645,100,100
1362,0.14,0.063,1362,0.029223093371347115,100,100
1363,0.14,0.064,1363,0.018950437317784258,100,100
1364,0.14,0.065,1364,0.028388928317955996,100,100
1365,0.14,0.066,1365,0.024759284731774415,100,100
1366,0.14,0.067,1366,0.01924500370096225,100,100
1367,0.14,0.068,1367,0.015807560137457044,100,100
1368,0.14,0.069,1368,0.027616279069767442,100,100
1369,0.14,0.07,1369,0.024602026049204053,100,100
1370,0.14,0.07100000000000001,1370,0.03335750543872371,100,100
1371,0.14,0.07200000000000001,1371,0.030670470756062766,100,100
1372,0.14,0.073,1372,0.03611111111111111,100,100
1373,0.14,0.074,1373,0.040787623066104076,100,100
1374,0.14,0.075,1374,0.022561863173216887,100,100
1375,0.14,0.076,1375,0.03418803418803419,100,100
1376,0.14,0.077,1376,0.033380681818181816,100,100
1377,0.14,0.078,1377,0.03485064011379801,100,100
1378,0.14,0.079,1378,0.0375,100,100
1379,0.14,0.08,1379,0.03134328358208955,100,100
1380,0.14,0.081,1380,0.02847222222222222,100,100
1381,0.14,0.082,1381,0.030747728860936407,100,100
1382,0.14,0.083,1382,0.027472527472527472,100,100
1383,0.14,0.084,1383,0.03299856527977044,100,100
1384,0.14,0.085,1384,0.03295019157088123,100,100
1385,0.14,0.08600000000000001,1385,0.03805496828752643,100,100
1386,0.14,0.08700000000000001,1386,0.04250871080139373,100,100
1387,0.14,0.088,1387,0.04442825928623452,100,100
1388,0.14,0.089,1388,0.02696793002915452,100,100
1389,0.14,0.09,1389,0.04101838755304102,100,100
1390,0.14,0.091,1390,0.03166421207658321,100,100
1391,0.14,0.092,1391,0.0299625468164794,100,100
1392,0.14,0.093,1392,0.0383008356545961,100,100
1393,0.14,0.094,1393,0.04152005629838142,100,100
1394,0.14,0.095,1394,0.032885906040268455,100,100
1395,0.14,0.096,1395,0.04539106145251397,100,100
1396,0.14,0.097,1396,0.04100719424460432,100,100
1397,0.14,0.098,1397,0.03794799718903725,100,100
1398,0.14,0.099,1398,0.044755244755244755,100,100
1399,0.14,0.1,1399,0.05333333333333334,100,100
1400,0.15,0.001,1400,0.0,100,100
1401,0.15,0.002,1401,0.0006697923643670462,100,100
1402,0.15,0.003,1402,0.0,100,100
1403,0.15,0.004,1403,0.0,100,100
1404,0.15,0.005,1404,0.0026437541308658294,100,100
1405,0.15,0.006,1405,0.002807017543859649,100,100
1406,0.15,0.007,1406,0.0047522063815342835,100,100
1407,0.15,0.008,1407,0.003978779840848806,100,100
1408,0.15,0.009000000000000001,1408,0.001326259946949602,100,100
1409,0.15,0.01,1409,0.007741935483870968,100,100
1410,0.15,0.011,1410,0.005423728813559322,100,100
1411,0.15,0.012,1411,0.0038585209003215433,100,100
1412,0.15,0.013000000000000001,1412,0.006048387096774193,100,100
1413,0.15,0.014,1413,0.004660452729693742,100,100
1414,0.15,0.015,1414,0.0050729232720355105,100,100
1415,0.15,0.016,1415,0.009120521172638436,100,100
1416,0.15,0.017,1416,0.007994670219853431,100,100
1417,0.15,0.018000000000000002,1417,0.010423452768729642,100,100
1418,0.15,0.019,1418,0.005259697567389875,100,100
1419,0.15,0.02,1419,0.00649772579597141,100,100
1420,0.15,0.021,1420,0.004648074369189907,100,100
1421,0.15,0.022,1421,0.01499348109517601,100,100
1422,0.15,0.023,1422,0.008985879332477536,100,100
1423,0.15,0.024,1423,0.01245674740484429,100,100
1424,0.15,0.025,1424,0.019392372333548805,100,100
1425,0.15,0.026000000000000002,1425,0.006587615283267457,100,100
1426,0.15,0.027,1426,0.01929474384564205,100,100
1427,0.15,0.028,1427,0.007687379884689302,100,100
1428,0.15,0.029,1428,0.009510869565217392,100,100
1429,0.15,0.03,1429,0.018530774321641297,100,100
1430,0.15,0.031,1430,0.012872628726287264,100,100
1431,0.15,0.032,1431,0.017053206002728513,100,100
1432,0.15,0.033,1432,0.011976047904191617,100,100
1433,0.15,0.034,1433,0.021985343104596936,100,100
1434,0.15,0.035,1434,0.020253164556962026,100,100
1435,0.15,0.036000000000000004,1435,0.017747440273037544,100,100
1436,0.15,0.037,1436,0.01709986320109439,100,100
1437,0.15,0.038,1437,0.02142857142857143,100,100
1438,0.15,0.039,1438,0.0158311345646438,100,100
1439,0.15,0.04,1439,0.019256308100929615,100,100
1440,0.15,0.041,1440,0.012113055181695828,100,100
1441,0.15,0.042,1441,0.014445173998686802,100,100
1442,0.15,0.043000000000000003,1442,0.022972972972972974,100,100
1443,0.15,0.044,1443,0.01992287917737789,100,100
1444,0.15,0.045,1444,0.02137608550434202,100,100
1445,0.15,0.046,1445,0.015530047265361242,100,100
1446,0.15,0.047,1446,0.022433718558803536,100,100
1447,0.15,0.048,1447,0.012040133779264214,100,100
1448,0.15,0.049,1448,0.023474178403755867,100,100
1449,0.15,0.05,1449,0.02592352559948153,100,100
1450,0.15,0.051000000000000004,1450,0.024025974025974027,100,100
1451,0.15,0.052000000000000005,1451,0.02131782945736434,100,100
1452,0.15,0.053,1452,0.017252820172528202,100,100
1453,0.15,0.054,1453,0.029831387808041506,100,100
1454,0.15,0.055,1454,0.027559055118110236,100,100
1455,0.15,0.056,1455,0.02757715036112935,100,100
1456,0.15,0.057,1456,0.012675116744496331,100,100
1457,0.15,0.058,1457,0.026767330130404943,100,100
1458,0.15,0.059000000000000004,1458,0.028308097432521395,100,100
1459,0.15,0.06,1459,0.024291497975708502,100,100
1460,0.15,0.061,1460,0.017639077340569877,100,100
1461,0.15,0.062,1461,0.025590551181102362,100,100
1462,0.15,0.063,1462,0.03896961690885073,100,100
1463,0.15,0.064,1463,0.027853260869565216,100,100
1464,0.15,0.065,1464,0.029490616621983913,100,100
1465,0.15,0.066,1465,0.016361256544502618,100,100
1466,0.15,0.067,1466,0.030100334448160536,100,100
1467,0.15,0.068,1467,0.031438127090301006,100,100
1468,0.15,0.069,1468,0.023989033584647018,100,100
1469,0.15,0.07,1469,0.020598006644518274,100,100
1470,0.15,0.07100000000000001,1470,0.036170212765957444,100,100
1471,0.15,0.07200000000000001,1471,0.02738810955243821,100,100
1472,0.15,0.073,1472,0.028985507246376812,100,100
1473,0.15,0.074,1473,0.022208121827411168,100,100
1474,0.15,0.075,1474,0.031399317406143344,100,100
1475,0.15,0.076,1475,0.031658637302133516,100,100
1476,0.15,0.077,1476,0.04787592717464599,100,100
1477,0.15,0.078,1477,0.021291208791208792,100,100
1478,0.15,0.079,1478,0.05013368983957219,100,100
1479,0.15,0.08,1479,0.029840848806366047,100,100
1480,0.15,0.081,1480,0.030181086519114688,100,100
1481,0.15,0.082,1481,0.024473147518694765,100,100
1482,0.15,0.083,1482,0.023529411764705882,100,100
1483,0.15,0.084,1483,0.04980340760157274,100,100
1484,0.15,0.085,1484,0.033819628647214856,100,100
1485,0.15,0.08600000000000001,1485,0.031335149863760216,100,100
1486,0.15,0.08700000000000001,1486,0.04341926729986431,100,100
1487,0.15,0.088,1487,0.04427792915531335,100,100
1488,0.15,0.089,1488,0.037389530931339225,100,100
1489,0.15,0.09,1489,0.031208499335989376,100,100
1490,0.15,0.091,1490,0.04010876954452753,100,100
1491,0.15,0.092,1491,0.0380818053596615,100,100
1492,0.15,0.093,1492,0.03711066931742876,100,100
1493,0.15,0.094,1493,0.03308063404548587,100,100
1494,0.15,0.095,1494,0.04108635097493036,100,100
1495,0.15,0.096,1495,0.04233870967741935,100,100
1496,0.15,0.097,1496,0.04588394062078273,100,100
1497,0.15,0.098,1497,0.047862156987874924,100,100
1498,0.15,0.099,1498,0.03978422117329737,100,100
1499,0.15,0.1,1499,0.024840764331210193,100,100
1500,0.16,0.001,1500,0.0,100,100
1501,0.16,0.002,1501,0.0,100,100
1502,0.16,0.003,1502,0.002425712553062462,100,100
1503,0.16,0.004,1503,0.0012307692307692308,100,100
1504,0.16,0.005,1504,0.001287001287001287,100,100
1505,0.16,0.006,1505,0.0019059720457433292,100,100
1506,0.16,0.007,1506,0.0,100,100
1507,0.16,0.008,1507,0.002442002442002442,100,100
1508,0.16,0.009000000000000001,1508,0.0030998140111593306,100,100
1509,0.16,0.01,1509,0.003022974607013301,100,100
1510,0.16,0.011,1510,0.009900990099009901,100,100
1511,0.16,0.012,1511,0.006195786864931847,100,100
1512,0.16,0.013000000000000001,1512,0.0049597024178549285,100,100
1513,0.16,0.014,1513,0.013897662665824383,100,100
1514,0.16,0.015,1514,0.003213367609254499,100,100
1515,0.16,0.016,1515,0.005009392611145898,100,100
1516,0.16,0.017,1516,0.008274984086569064,100,100
1517,0.16,0.018000000000000002,1517,0.004219409282700422,100,100
1518,0.16,0.019,1518,0.0012476606363069245,100,100
1519,0.16,0.02,1519,0.005689001264222503,100,100
1520,0.16,0.021,1520,0.012804878048780487,100,100
1521,0.16,0.022,1521,0.011229314420803783,100,100
1522,0.16,0.023,1522,0.004353233830845771,100,100
1523,0.16,0.024,1523,0.004310344827586207,100,100
1524,0.16,0.025,1524,0.010539367637941723,100,100
1525,0.16,0.026000000000000002,1525,0.005754475703324808,100,100
1526,0.16,0.027,1526,0.009696969696969697,100,100
1527,0.16,0.028,1527,0.010430247718383311,100,100
1528,0.16,0.029,1528,0.012017710309930424,100,100
1529,0.16,0.03,1529,0.01699029126213592,100,100
1530,0.16,0.031,1530,0.015805471124620062,100,100
1531,0.16,0.032,1531,0.008706467661691543,100,100
1532,0.16,0.033,1532,0.0290955091714105,100,100
1533,0.16,0.034,1533,0.008583690987124463,100,100
1534,0.16,0.035,1534,0.009282178217821782,100,100
1535,0.16,0.036000000000000004,1535,0.020012911555842477,100,100
1536,0.16,0.037,1536,0.025958702064896755,100,100
1537,0.16,0.038,1537,0.011349306431273645,100,100
1538,0.16,0.039,1538,0.01721938775510204,100,100
1539,0.16,0.04,1539,0.027741935483870966,100,100
1540,0.16,0.041,1540,0.014571948998178506,100,100
1541,0.16,0.042,1541,0.040255591054313096,100,100
1542,0.16,0.043000000000000003,1542,0.019120458891013385,100,100
1543,0.16,0.044,1543,0.011385199240986717,100,100
1544,0.16,0.045,1544,0.011964735516372796,100,100
1545,0.16,0.046,1545,0.01373283395755306,100,100
1546,0.16,0.047,1546,0.010918432883750802,100,100
1547,0.16,0.048,1547,0.029073288915808602,100,100
1548,0.16,0.049,1548,0.028701891715590344,100,100
1549,0.16,0.05,1549,0.01768292682926829,100,100
1550,0.16,0.051000000000000004,1550,0.017937219730941704,100,100
1551,0.16,0.052000000000000005,1551,0.02679738562091503,100,100
1552,0.16,0.053,1552,0.014294592914853946,100,100
1553,0.16,0.054,1553,0.030656039239730228,100,100
1554,0.16,0.055,1554,0.031190324633991087,100,100
1555,0.16,0.056,1555,0.028142589118198873,100,100
1556,0.16,0.057,1556,0.02910737386804657,100,100
1557,0.16,0.058,1557,0.02797657774886142,100,100
1558,0.16,0.059000000000000004,1558,0.017048794826572605,100,100
1559,0.16,0.06,1559,0.03992628992628992,100,100
1560,0.16,0.061,1560,0.029981261711430358,100,100
1561,0.16,0.062,1561,0.02404438964241677,100,100
1562,0.16,0.063,1562,0.0374462860650706,100,100
1563,0.16,0.064,1563,0.032724984266834484,100,100
1564,0.16,0.065,1564,0.035691922354414526,100,100
1565,0.16,0.066,1565,0.031211750305997554,100,100
1566,0.16,0.067,1566,0.0305591677503251,100,100
1567,0.16,0.068,1567,0.02122347066167291,100,100
1568,0.16,0.069,1568,0.03484754200373367,100,100
1569,0.16,0.07,1569,0.040615384615384616,100,100
1570,0.16,0.07100000000000001,1570,0.03177570093457944,100,100
1571,0.16,0.07200000000000001,1571,0.02765556253928347,100,100
1572,0.16,0.073,1572,0.037869062901155326,100,100
1573,0.16,0.074,1573,0.022424242424242423,100,100
1574,0.16,0.075,1574,0.030213270142180094,100,100
1575,0.16,0.076,1575,0.03680203045685279,100,100
1576,0.16,0.077,1576,0.03176620076238882,100,100
1577,0.16,0.078,1577,0.03485424588086185,100,100
1578,0.16,0.079,1578,0.04486785494775661,100,100
1579,0.16,0.08,1579,0.03026481715006305,100,100
1580,0.16,0.081,1580,0.05003088326127239,100,100
1581,0.16,0.082,1581,0.041423948220064725,100,100
1582,0.16,0.083,1582,0.0318960425280567,100,100
1583,0.16,0.084,1583,0.03821656050955414,100,100
1584,0.16,0.085,1584,0.04405286343612335,100,100
1585,0.16,0.08600000000000001,1585,0.039000609384521635,100,100
1586,0.16,0.08700000000000001,1586,0.027379400260756193,100,100
1587,0.16,0.088,1587,0.044126786824114354,100,100
1588,0.16,0.089,1588,0.031475409836065574,100,100
1589,0.16,0.09,1589,0.03971547125074096,100,100
1590,0.16,0.091,1590,0.0421760391198044,100,100
1591,0.16,0.092,1591,0.0371536523929471,100,100
1592,0.16,0.093,1592,0.061224489795918366,100,100
1593,0.16,0.094,1593,0.0364963503649635,100,100
1594,0.16,0.095,1594,0.04133738601823708,100,100
1595,0.16,0.096,1595,0.05098280098280098,100,100
1596,0.16,0.097,1596,0.051681195516811954,100,100
1597,0.16,0.098,1597,0.036921151439299124,100,100
1598,0.16,0.099,1598,0.0458656330749354,100,100
1599,0.16,0.1,1599,0.04450095359186268,100,100
1600,0.17,0.001,1600,0.0017605633802816902,100,100
1601,0.17,0.002,1601,0.005917159763313609,100,100
1602,0.17,0.003,1602,0.003582089552238806,100,100
1603,0.17,0.004,1603,0.0017261219792865361,100,100
1604,0.17,0.005,1604,0.0024198427102238356,100,100
1605,0.17,0.006,1605,0.0,100,100
1606,0.17,0.007,1606,0.0017321016166281756,100,100
1607,0.17,0.008,1607,0.002840909090909091,100,100
1608,0.17,0.009000000000000001,1608,0.011793916821849782,100,100
1609,0.17,0.01,1609,0.0017772511848341231,100,100
1610,0.17,0.011,1610,0.0017835909631391202,100,100
1611,0.17,0.012,1611,0.0069124423963133645,100,100
1612,0.17,0.013000000000000001,1612,0.005977286312014346,100,100
1613,0.17,0.014,1613,0.003986332574031891,100,100
1614,0.17,0.015,1614,0.007580174927113703,100,100
1615,0.17,0.016,1615,0.00856269113149847,100,100
1616,0.17,0.017,1616,0.007255139056831923,100,100
1617,0.17,0.018000000000000002,1617,0.013553329404832056,100,100
1618,0.17,0.019,1618,0.0069124423963133645,100,100
1619,0.17,0.02,1619,0.01651480637813212,100,100
1620,0.17,0.021,1620,0.0036991368680641184,100,100
1621,0.17,0.022,1621,0.009797917942437232,100,100
1622,0.17,0.023,1622,0.00771513353115727,100,100
1623,0.17,0.024,1623,0.005250875145857643,100,100
1624,0.17,0.025,1624,0.010919540229885057,100,100
1625,0.17,0.026000000000000002,1625,0.009195402298850575,100,100
1626,0.17,0.027,1626,0.015011547344110854,100,100
1627,0.17,0.028,1627,0.014933946008041356,100,100
1628,0.17,0.029,1628,0.01559792027729636,100,100
1629,0.17,0.03,1629,0.015598885793871866,100,100
1630,0.17,0.031,1630,0.02497096399535424,100,100
1631,0.17,0.032,1631,0.010915706488781079,100,100
1632,0.17,0.033,1632,0.017657445556209534,100,100
1633,0.17,0.034,1633,0.011072261072261072,100,100
1634,0.17,0.035,1634,0.01548165137614679,100,100
1635,0.17,0.036000000000000004,1635,0.010869565217391304,100,100
1636,0.17,0.037,1636,0.023076923076923078,100,100
1637,0.17,0.038,1637,0.018629807692307692,100,100
1638,0.17,0.039,1638,0.029205607476635514,100,100
1639,0.17,0.04,1639,0.01977401129943503,100,100
1640,0.17,0.041,1640,0.024896265560165973,100,100
1641,0.17,0.042,1641,0.03181272509003601,100,100
1642,0.17,0.043000000000000003,1642,0.01985981308411215,100,100
1643,0.17,0.044,1643,0.02599758162031439,100,100
1644,0.17,0.045,1644,0.014483627204030227,100,100
1645,0.17,0.046,1645,0.024764150943396228,100,100
1646,0.17,0.047,1646,0.02025462962962963,100,100
1647,0.17,0.048,1647,0.010434782608695653,100,100
1648,0.17,0.049,1648,0.008083140877598153,100,100
1649,0.17,0.05,1649,0.017960602549246814,100,100
1650,0.17,0.051000000000000004,1650,0.029807130333138514,100,100
1651,0.17,0.052000000000000005,1651,0.017241379310344827,100,100
1652,0.17,0.053,1652,0.02069351230425056,100,100
1653,0.17,0.054,1653,0.022168963451168363,100,100
1654,0.17,0.055,1654,0.026147588611272515,100,100
1655,0.17,0.056,1655,0.021997621878715814,100,100
1656,0.17,0.057,1656,0.020118343195266272,100,100
1657,0.17,0.058,1657,0.02069781194559432,100,100
1658,0.17,0.059000000000000004,1658,0.02036067481093659,100,100
1659,0.17,0.06,1659,0.02541371158392435,100,100
1660,0.17,0.061,1660,0.03641618497109827,100,100
1661,0.17,0.062,1661,0.024985473561882625,100,100
1662,0.17,0.063,1662,0.019883040935672516,100,100
1663,0.17,0.064,1663,0.04230317273795535,100,100
1664,0.17,0.065,1664,0.032796660703637445,100,100
1665,0.17,0.066,1665,0.02213393870601589,100,100
1666,0.17,0.067,1666,0.029411764705882353,100,100
1667,0.17,0.068,1667,0.021906453522794554,100,100
1668,0.17,0.069,1668,0.026251526251526252,100,100
1669,0.17,0.07,1669,0.04220398593200469,100,100
1670,0.17,0.07100000000000001,1670,0.02576112412177986,100,100
1671,0.17,0.07200000000000001,1671,0.0320048309178744,100,100
1672,0.17,0.073,1672,0.027660853878532773,100,100
1673,0.17,0.074,1673,0.03985507246376811,100,100
1674,0.17,0.075,1674,0.02457002457002457,100,100
1675,0.17,0.076,1675,0.04004643064422519,100,100
1676,0.17,0.077,1676,0.033858727378867484,100,100
1677,0.17,0.078,1677,0.031946955997588906,100,100
1678,0.17,0.079,1678,0.038750722961249276,100,100
1679,0.17,0.08,1679,0.0350373348650201,100,100
1680,0.17,0.081,1680,0.040697674418604654,100,100
1681,0.17,0.082,1681,0.0325105358217941,100,100
1682,0.17,0.083,1682,0.03004043905257077,100,100
1683,0.17,0.084,1683,0.0469678953626635,100,100
1684,0.17,0.085,1684,0.039283651068746386,100,100
1685,0.17,0.08600000000000001,1685,0.0548854041013269,100,100
1686,0.17,0.08700000000000001,1686,0.03260225251926497,100,100
1687,0.17,0.088,1687,0.028711056811240074,100,100
1688,0.17,0.089,1688,0.05571847507331378,100,100
1689,0.17,0.09,1689,0.03672985781990521,100,100
1690,0.17,0.091,1690,0.0502283105022831,100,100
1691,0.17,0.092,1691,0.0443938531587934,100,100
1692,0.17,0.093,1692,0.053348467650397274,100,100
1693,0.17,0.094,1693,0.04066437571592211,100,100
1694,0.17,0.095,1694,0.03348467650397276,100,100
1695,0.17,0.096,1695,0.05597230236583958,100,100
1696,0.17,0.097,1696,0.04105571847507331,100,100
1697,0.17,0.098,1697,0.04767375071797817,100,100
1698,0.17,0.099,1698,0.04450867052023121,100,100
1699,0.17,0.1,1699,0.034917000572409845,100,100
1700,0.18,0.001,1700,0.0005672149744753262,100,100
1701,0.18,0.002,1701,0.0005652911249293386,100,100
1702,0.18,0.003,1702,0.002233389168062535,100,100
1703,0.18,0.004,1703,0.0027578599007170436,100,100
1704,0.18,0.005,1704,0.0005861664712778429,100,100
1705,0.18,0.006,1705,0.0005652911249293386,100,100
1706,0.18,0.007,1706,0.0016366612111292963,100,100
1707,0.18,0.008,1707,0.0028328611898017,100,100
1708,0.18,0.009000000000000001,1708,0.002211166390270868,100,100
1709,0.18,0.01,1709,0.008681497558328812,100,100
1710,0.18,0.011,1710,0.01154480483782298,100,100
1711,0.18,0.012,1711,0.00775623268698061,100,100
1712,0.18,0.013000000000000001,1712,0.006640841173215274,100,100
1713,0.18,0.014,1713,0.0077777777777777776,100,100
1714,0.18,0.015,1714,0.007629427792915531,100,100
1715,0.18,0.016,1715,0.009066666666666667,100,100
1716,0.18,0.017,1716,0.005546311702717693,100,100
1717,0.18,0.018000000000000002,1717,0.0066518847006651885,100,100
1718,0.18,0.019,1718,0.01122334455667789,100,100
1719,0.18,0.02,1719,0.0072423398328690805,100,100
1720,0.18,0.021,1720,0.011811023622047244,100,100
1721,0.18,0.022,1721,0.012899607403252944,100,100
1722,0.18,0.023,1722,0.01245753114382786,100,100
1723,0.18,0.024,1723,0.008138903960933261,100,100
1724,0.18,0.025,1724,0.006622516556291391,100,100
1725,0.18,0.026000000000000002,1725,0.01805869074492099,100,100
1726,0.18,0.027,1726,0.013127853881278538,100,100
1727,0.18,0.028,1727,0.013079667063020214,100,100
1728,0.18,0.029,1728,0.013317892298784018,100,100
1729,0.18,0.03,1729,0.025195968645016796,100,100
1730,0.18,0.031,1730,0.009054895302773062,100,100
1731,0.18,0.032,1731,0.01545253863134658,100,100
1732,0.18,0.033,1732,0.015250544662309368,100,100
1733,0.18,0.034,1733,0.012921348314606741,100,100
1734,0.18,0.035,1734,0.014326647564469915,100,100
1735,0.18,0.036000000000000004,1735,0.016183035714285716,100,100
1736,0.18,0.037,1736,0.007198228128460687,100,100
1737,0.18,0.038,1737,0.013582342954159592,100,100
1738,0.18,0.039,1738,0.02105862265224815,100,100
1739,0.18,0.04,1739,0.016467915956842702,100,100
1740,0.18,0.041,1740,0.027056874654886803,100,100
1741,0.18,0.042,1741,0.009550561797752809,100,100
1742,0.18,0.043000000000000003,1742,0.02200902934537246,100,100
1743,0.18,0.044,1743,0.02565564424173318,100,100
1744,0.18,0.045,1744,0.032568072610784836,100,100
1745,0.18,0.046,1745,0.018306636155606407,100,100
1746,0.18,0.047,1746,0.01875,100,100
1747,0.18,0.048,1747,0.03165938864628821,100,100
1748,0.18,0.049,1748,0.025252525252525252,100,100
1749,0.18,0.05,1749,0.039642657733109994,100,100
1750,0.18,0.051000000000000004,1750,0.0187018701870187,100,100
1751,0.18,0.052000000000000005,1751,0.01076487252124646,100,100
1752,0.18,0.053,1752,0.025142857142857144,100,100
1753,0.18,0.054,1753,0.01839464882943144,100,100
1754,0.18,0.055,1754,0.03607969843834141,100,100
1755,0.18,0.056,1755,0.027287319422150885,100,100
1756,0.18,0.057,1756,0.02541436464088398,100,100
1757,0.18,0.058,1757,0.04082774049217002,100,100
1758,0.18,0.059000000000000004,1758,0.023655913978494623,100,100
1759,0.18,0.06,1759,0.03064699205448354,100,100
1760,0.18,0.061,1760,0.03898213318895506,100,100
1761,0.18,0.062,1761,0.01586433260393873,100,100
1762,0.18,0.063,1762,0.03811149032992037,100,100
1763,0.18,0.064,1763,0.038482682792743264,100,100
1764,0.18,0.065,1764,0.030147895335608646,100,100
1765,0.18,0.066,1765,0.03730115194733955,100,100
1766,0.18,0.067,1766,0.02650469353948095,100,100
1767,0.18,0.068,1767,0.033516483516483515,100,100
1768,0.18,0.069,1768,0.027101769911504425,100,100
1769,0.18,0.07,1769,0.03114754098360656,100,100
1770,0.18,0.07100000000000001,1770,0.03720663995420721,100,100
1771,0.18,0.07200000000000001,1771,0.024215740231150248,100,100
1772,0.18,0.073,1772,0.04376731301939058,100,100
1773,0.18,0.074,1773,0.039576365663322184,100,100
1774,0.18,0.075,1774,0.030054644808743168,100,100
1775,0.18,0.076,1775,0.029461756373937678,100,100
