,density,env,Run,BurnedOut,height,width
4244,0.43,0.045,4244,0.08553546592489569,100,100
4245,0.43,0.046,4245,0.08232558139534883,100,100
4246,0.43,0.047,4246,0.11531279178338003,100,100
4247,0.43,0.048,4247,0.08812615955473098,100,100
4248,0.43,0.049,4248,0.11196283391405343,100,100
4249,0.43,0.05,4249,0.08749405611031859,100,100
4250,0.43,0.051000000000000004,4250,0.10725040537410238,100,100
4251,0.43,0.052000000000000005,4251,0.11534905224225613,100,100
4252,0.43,0.053,4252,0.0874166091557396,100,100
4253,0.43,0.054,4253,0.09676668992789021,100,100
4254,0.43,0.055,4254,0.1079990505577973,100,100
4255,0.43,0.056,4255,0.11427903715821454,100,100
4256,0.43,0.057,4256,0.10234938357757618,100,100
4257,0.43,0.058,4257,0.08998342410608572,100,100
4258,0.43,0.059000000000000004,4258,0.10699202252463633,100,100
4259,0.43,0.06,4259,0.11038810132465722,100,100
4260,0.43,0.061,4260,0.16174074936001862,100,100
4261,0.43,0.062,4261,0.10681186283595923,100,100
4262,0.43,0.063,4262,0.09420123768049507,100,100
4263,0.43,0.064,4263,0.11079545454545454,100,100
4264,0.43,0.065,4264,0.10967144840351689,100,100
4265,0.43,0.066,4265,0.11453031004164739,100,100
4266,0.43,0.067,4266,0.10320942045716924,100,100
4267,0.43,0.068,4267,0.1268464243845252,100,100
4268,0.43,0.069,4268,0.13781163434903046,100,100
4269,0.43,0.07,4269,0.13912840829643439,100,100
4270,0.43,0.07100000000000001,4270,0.11047047970479705,100,100
4271,0.43,0.07200000000000001,4271,0.12155330882352941,100,100
4272,0.43,0.073,4272,0.1533487297921478,100,100
4273,0.43,0.074,4273,0.11451089476124246,100,100
4274,0.43,0.075,4274,0.12737508796622096,100,100
4275,0.43,0.076,4275,0.16062917063870352,100,100
4276,0.43,0.077,4276,0.15353075170842825,100,100
4277,0.43,0.078,4277,0.18497242647058823,100,100
4278,0.43,0.079,4278,0.11392100192678227,100,100
4279,0.43,0.08,4279,0.13776337115072934,100,100
4280,0.43,0.081,4280,0.17648428405122235,100,100
4281,0.43,0.082,4281,0.16585365853658537,100,100
4282,0.43,0.083,4282,0.1320666197513488,100,100
4283,0.43,0.084,4283,0.14063237376120813,100,100
4284,0.43,0.085,4284,0.14482597523943003,100,100
4285,0.43,0.08600000000000001,4285,0.15285451197053407,100,100
4286,0.43,0.08700000000000001,4286,0.16299158899749944,100,100
4287,0.43,0.088,4287,0.1803316444035007,100,100
4288,0.43,0.089,4288,0.15397008055235903,100,100
4289,0.43,0.09,4289,0.12618821292775664,100,100
4290,0.43,0.091,4290,0.15034802784222737,100,100
4291,0.43,0.092,4291,0.15393572426641824,100,100
4292,0.43,0.093,4292,0.13747689463955637,100,100
4293,0.43,0.094,4293,0.1546487363783909,100,100
4294,0.43,0.095,4294,0.1424291311362065,100,100
4295,0.43,0.096,4295,0.14123222748815165,100,100
4296,0.43,0.097,4296,0.17608746220051175,100,100
4297,0.43,0.098,4297,0.14285714285714285,100,100
4298,0.43,0.099,4298,0.20976283674879115,100,100
4299,0.43,0.1,4299,0.1587042647401538,100,100
4300,0.44,0.001,4300,0.0031710079275198188,100,100
4301,0.44,0.002,4301,0.004124656278643446,100,100
4302,0.44,0.003,4302,0.0040494938132733405,100,100
4303,0.44,0.004,4303,0.011783367323815998,100,100
4304,0.44,0.005,4304,0.01205367295883557,100,100
4305,0.44,0.006,4305,0.005674080798910576,100,100
4306,0.44,0.007,4306,0.021551724137931036,100,100
4307,0.44,0.008,4307,0.03329583802024747,100,100
4308,0.44,0.009000000000000001,4308,0.01404165691551603,100,100
4309,0.44,0.01,4309,0.017476168860644577,100,100
4310,0.44,0.011,4310,0.035326086956521736,100,100
4311,0.44,0.012,4311,0.024368025506718287,100,100
4312,0.44,0.013000000000000001,4312,0.03012457531143828,100,100
4313,0.44,0.014,4313,0.03158617532616159,100,100
4314,0.44,0.015,4314,0.01731701685522974,100,100
4315,0.44,0.016,4315,0.03164556962025317,100,100
4316,0.44,0.017,4316,0.0545333628907116,100,100
4317,0.44,0.018000000000000002,4317,0.05292792792792793,100,100
4318,0.44,0.019,4318,0.039742706179646224,100,100
4319,0.44,0.02,4319,0.048920532843362424,100,100
4320,0.44,0.021,4320,0.03594552355436481,100,100
4321,0.44,0.022,4321,0.05012588693064775,100,100
4322,0.44,0.023,4322,0.03388278388278388,100,100
4323,0.44,0.024,4323,0.054450971531857205,100,100
4324,0.44,0.025,4324,0.054660920843728734,100,100
4325,0.44,0.026000000000000002,4325,0.06177342147253248,100,100
4326,0.44,0.027,4326,0.057832422586520944,100,100
4327,0.44,0.028,4327,0.05481651376146789,100,100
4328,0.44,0.029,4328,0.039560942144980564,100,100
4329,0.44,0.03,4329,0.0591189226204063,100,100
4330,0.44,0.031,4330,0.0999099909990999,100,100
4331,0.44,0.032,4331,0.07164042892995665,100,100
4332,0.44,0.033,4332,0.05387052965142598,100,100
4333,0.44,0.034,4333,0.06527714154832799,100,100
4334,0.44,0.035,4334,0.05918506715228773,100,100
4335,0.44,0.036000000000000004,4335,0.08907716968170369,100,100
4336,0.44,0.037,4336,0.0671892497200448,100,100
4337,0.44,0.038,4337,0.09130138541903247,100,100
4338,0.44,0.039,4338,0.097538742023701,100,100
4339,0.44,0.04,4339,0.09701324949472266,100,100
4340,0.44,0.041,4340,0.08758289503773153,100,100
4341,0.44,0.042,4341,0.09742314647377938,100,100
4342,0.44,0.043000000000000003,4342,0.0760689818095913,100,100
4343,0.44,0.044,4343,0.08652768437570052,100,100
4344,0.44,0.045,4344,0.07286606523247745,100,100
4345,0.44,0.046,4345,0.09381327334083239,100,100
4346,0.44,0.047,4346,0.10956682881630762,100,100
4347,0.44,0.048,4347,0.12451539338654503,100,100
4348,0.44,0.049,4348,0.105788876276958,100,100
4349,0.44,0.05,4349,0.10472512494320764,100,100
4350,0.44,0.051000000000000004,4350,0.0999544626593807,100,100
4351,0.44,0.052000000000000005,4351,0.09646157313500113,100,100
4352,0.44,0.053,4352,0.12907578142568024,100,100
4353,0.44,0.054,4353,0.0984643179765131,100,100
4354,0.44,0.055,4354,0.09598366235534377,100,100
4355,0.44,0.056,4355,0.10760207534401083,100,100
4356,0.44,0.057,4356,0.12208907981008366,100,100
4357,0.44,0.058,4357,0.14029918404351768,100,100
4358,0.44,0.059000000000000004,4358,0.14951321279554938,100,100
4359,0.44,0.06,4359,0.12304199772985244,100,100
4360,0.44,0.061,4360,0.13546458141674333,100,100
4361,0.44,0.062,4361,0.1281638288080994,100,100
4362,0.44,0.063,4362,0.11224726934696723,100,100
4363,0.44,0.064,4363,0.13912846118928734,100,100
4364,0.44,0.065,4364,0.18923253150057273,100,100
4365,0.44,0.066,4365,0.11940298507462686,100,100
4366,0.44,0.067,4366,0.17272727272727273,100,100
4367,0.44,0.068,4367,0.11549807125028363,100,100
4368,0.44,0.069,4368,0.1286748077792854,100,100
4369,0.44,0.07,4369,0.09628108601414556,100,100
4370,0.44,0.07100000000000001,4370,0.1574965612104539,100,100
4371,0.44,0.07200000000000001,4371,0.15841142347166443,100,100
4372,0.44,0.073,4372,0.14624773960216997,100,100
4373,0.44,0.074,4373,0.11282633371169126,100,100
4374,0.44,0.075,4374,0.15324794144556267,100,100
4375,0.44,0.076,4375,0.174205105239588,100,100
4376,0.44,0.077,4376,0.1242320819112628,100,100
4377,0.44,0.078,4377,0.13862963806055087,100,100
4378,0.44,0.079,4378,0.1503951650395165,100,100
4379,0.44,0.08,4379,0.15605607906228453,100,100
4380,0.44,0.081,4380,0.1596676397933977,100,100
4381,0.44,0.082,4381,0.1830668768295429,100,100
4382,0.44,0.083,4382,0.16044516577788082,100,100
4383,0.44,0.084,4383,0.19316628701594532,100,100
4384,0.44,0.085,4384,0.13736017897091723,100,100
4385,0.44,0.08600000000000001,4385,0.21660151759025062,100,100
4386,0.44,0.08700000000000001,4386,0.13026192703461179,100,100
4387,0.44,0.088,4387,0.16787003610108303,100,100
4388,0.44,0.089,4388,0.16666666666666666,100,100
4389,0.44,0.09,4389,0.19442540552890109,100,100
4390,0.44,0.091,4390,0.1618173679498657,100,100
4391,0.44,0.092,4391,0.18398908346599954,100,100
4392,0.44,0.093,4392,0.23126817266830688,100,100
4393,0.44,0.094,4393,0.16820276497695852,100,100
4394,0.44,0.095,4394,0.17862802807335296,100,100
4395,0.44,0.096,4395,0.15846118616899474,100,100
4396,0.44,0.097,4396,0.16321009918845808,100,100
4397,0.44,0.098,4397,0.18383699633699635,100,100
4398,0.44,0.099,4398,0.20991189427312776,100,100
4399,0.44,0.1,4399,0.2244157022918085,100,100
4400,0.45,0.001,4400,0.007279344858962694,100,100
4401,0.45,0.002,4401,0.00021958717610891525,100,100
4402,0.45,0.003,4402,0.010984182776801407,100,100
4403,0.45,0.004,4403,0.008370044052863436,100,100
4404,0.45,0.005,4404,0.0045871559633027525,100,100
4405,0.45,0.006,4405,0.007904245709123759,100,100
4406,0.45,0.007,4406,0.02663055743624464,100,100
4407,0.45,0.008,4407,0.04893101168172801,100,100
4408,0.45,0.009000000000000001,4408,0.02282389796375028,100,100
4409,0.45,0.01,4409,0.036395916555703504,100,100
4410,0.45,0.011,4410,0.02025658338960162,100,100
4411,0.45,0.012,4411,0.04549569941149841,100,100
4412,0.45,0.013000000000000001,4412,0.01925204691303386,100,100
4413,0.45,0.014,4413,0.027384960718294053,100,100
4414,0.45,0.015,4414,0.044257830231502496,100,100
4415,0.45,0.016,4415,0.021164021164021163,100,100
4416,0.45,0.017,4416,0.020298906981931743,100,100
4417,0.45,0.018000000000000002,4417,0.029791894852135816,100,100
4418,0.45,0.019,4418,0.049898853674983146,100,100
4419,0.45,0.02,4419,0.06256958361166778,100,100
4420,0.45,0.021,4420,0.037694013303769404,100,100
4421,0.45,0.022,4421,0.03501338090990187,100,100
4422,0.45,0.023,4422,0.05836929366341131,100,100
4423,0.45,0.024,4423,0.06588973554459883,100,100
4424,0.45,0.025,4424,0.07259690790947793,100,100
4425,0.45,0.026000000000000002,4425,0.0412348401323043,100,100
4426,0.45,0.027,4426,0.0754424778761062,100,100
4427,0.45,0.028,4427,0.07243505063848525,100,100
4428,0.45,0.029,4428,0.06165745856353591,100,100
4429,0.45,0.03,4429,0.07744259342638452,100,100
4430,0.45,0.031,4430,0.08686210640608034,100,100
4431,0.45,0.032,4431,0.10345591493132476,100,100
4432,0.45,0.033,4432,0.0766488413547237,100,100
4433,0.45,0.034,4433,0.07874720357941835,100,100
4434,0.45,0.035,4434,0.08118899733806566,100,100
4435,0.45,0.036000000000000004,4435,0.11304347826086956,100,100
4436,0.45,0.037,4436,0.1092005359535507,100,100
4437,0.45,0.038,4437,0.0761353517364203,100,100
4438,0.45,0.039,4438,0.06950672645739911,100,100
4439,0.45,0.04,4439,0.07755555555555556,100,100
4440,0.45,0.041,4440,0.0846927374301676,100,100
4441,0.45,0.042,4441,0.05613165013525699,100,100
4442,0.45,0.043000000000000003,4442,0.0938337801608579,100,100
4443,0.45,0.044,4443,0.07568910980569363,100,100
4444,0.45,0.045,4444,0.09064523331100692,100,100
4445,0.45,0.046,4445,0.09181858603823921,100,100
4446,0.45,0.047,4446,0.11437908496732026,100,100
4447,0.45,0.048,4447,0.11582593634985927,100,100
4448,0.45,0.049,4448,0.09737827715355805,100,100
4449,0.45,0.05,4449,0.145203679369251,100,100
4450,0.45,0.051000000000000004,4450,0.11762065095398429,100,100
4451,0.45,0.052000000000000005,4451,0.11466848319709355,100,100
4452,0.45,0.053,4452,0.12670086995315638,100,100
4453,0.45,0.054,4453,0.08821533589685591,100,100
4454,0.45,0.055,4454,0.06217963004234455,100,100
4455,0.45,0.056,4455,0.12488809310653537,100,100
4456,0.45,0.057,4456,0.12708287047322817,100,100
4457,0.45,0.058,4457,0.14611671785870997,100,100
4458,0.45,0.059000000000000004,4458,0.1374439461883408,100,100
4459,0.45,0.06,4459,0.16363227691616095,100,100
4460,0.45,0.061,4460,0.13893766461808604,100,100
4461,0.45,0.062,4461,0.09438549955791335,100,100
4462,0.45,0.063,4462,0.12795580110497237,100,100
4463,0.45,0.064,4463,0.12735642262165717,100,100
4464,0.45,0.065,4464,0.142,100,100
4465,0.45,0.066,4465,0.19342743714159683,100,100
4466,0.45,0.067,4466,0.15931206155238742,100,100
4467,0.45,0.068,4467,0.15961278703286808,100,100
4468,0.45,0.069,4468,0.14672835426305353,100,100
4469,0.45,0.07,4469,0.1416722707913024,100,100
4470,0.45,0.07100000000000001,4470,0.15332160140783105,100,100
4471,0.45,0.07200000000000001,4471,0.13948741211158994,100,100
4472,0.45,0.073,4472,0.1685148945422918,100,100
4473,0.45,0.074,4473,0.15745732255166217,100,100
4474,0.45,0.075,4474,0.18584656084656084,100,100
4475,0.45,0.076,4475,0.15307486631016043,100,100
4476,0.45,0.077,4476,0.1636485580147552,100,100
4477,0.45,0.078,4477,0.15448430493273543,100,100
4478,0.45,0.079,4478,0.22190766550522648,100,100
4479,0.45,0.08,4479,0.1529281767955801,100,100
4480,0.45,0.081,4480,0.17275892080069627,100,100
4481,0.45,0.082,4481,0.15039752650176677,100,100
4482,0.45,0.083,4482,0.1948314606741573,100,100
4483,0.45,0.084,4483,0.18132975151108127,100,100
4484,0.45,0.085,4484,0.19410591624196766,100,100
4485,0.45,0.08600000000000001,4485,0.2018884892086331,100,100
4486,0.45,0.08700000000000001,4486,0.1600907029478458,100,100
4487,0.45,0.088,4487,0.20469419995486346,100,100
4488,0.45,0.089,4488,0.19720806558830045,100,100
4489,0.45,0.09,4489,0.1562851360467731,100,100
4490,0.45,0.091,4490,0.15260684716938913,100,100
4491,0.45,0.092,4491,0.15657894736842104,100,100
4492,0.45,0.093,4492,0.15812257917521075,100,100
4493,0.45,0.094,4493,0.20222965440356744,100,100
4494,0.45,0.095,4494,0.18264942016057092,100,100
4495,0.45,0.096,4495,0.1514808953199186,100,100
4496,0.45,0.097,4496,0.16203600800177817,100,100
4497,0.45,0.098,4497,0.2005820461159615,100,100
4498,0.45,0.099,4498,0.22081668885929873,100,100
4499,0.45,0.1,4499,0.19933554817275748,100,100
4500,0.46,0.001,4500,0.0,100,100
4501,0.46,0.002,4501,0.0006537371976465461,100,100
4502,0.46,0.003,4502,0.010333692142088267,100,100
4503,0.46,0.004,4503,0.015131863380890618,100,100
4504,0.46,0.005,4504,0.014169171318162302,100,100
4505,0.46,0.006,4505,0.010652173913043479,100,100
4506,0.46,0.007,4506,0.008383490971625107,100,100
4507,0.46,0.008,4507,0.03958425475453339,100,100
4508,0.46,0.009000000000000001,4508,0.022535211267605635,100,100
4509,0.46,0.01,4509,0.039092872570194385,100,100
4510,0.46,0.011,4510,0.03966552315608919,100,100
4511,0.46,0.012,4511,0.021210782147591693,100,100
4512,0.46,0.013000000000000001,4512,0.005611914526224908,100,100
4513,0.46,0.014,4513,0.007838014369693011,100,100
4514,0.46,0.015,4514,0.04368512110726644,100,100
4515,0.46,0.016,4515,0.028733130169786677,100,100
4516,0.46,0.017,4516,0.07166629687153317,100,100
4517,0.46,0.018000000000000002,4517,0.06822654712442598,100,100
4518,0.46,0.019,4518,0.050682261208576995,100,100
4519,0.46,0.02,4519,0.05897714907508161,100,100
4520,0.46,0.021,4520,0.04962406015037594,100,100
4521,0.46,0.022,4521,0.06420648464163822,100,100
4522,0.46,0.023,4522,0.03936832740213523,100,100
4523,0.46,0.024,4523,0.04353533143732225,100,100
4524,0.46,0.025,4524,0.08766943594228246,100,100
4525,0.46,0.026000000000000002,4525,0.021899392888117954,100,100
4526,0.46,0.027,4526,0.08898119807608221,100,100
4527,0.46,0.028,4527,0.07504852275177917,100,100
4528,0.46,0.029,4528,0.08464483198638877,100,100
4529,0.46,0.03,4529,0.06465044926583388,100,100
4530,0.46,0.031,4530,0.06274340112505408,100,100
4531,0.46,0.032,4531,0.05120879120879121,100,100
4532,0.46,0.033,4532,0.09720112822738121,100,100
4533,0.46,0.034,4533,0.09958596644149052,100,100
4534,0.46,0.035,4534,0.08038029386343994,100,100
4535,0.46,0.036000000000000004,4535,0.1652378911273039,100,100
4536,0.46,0.037,4536,0.07343647853562868,100,100
4537,0.46,0.038,4537,0.08881149325206791,100,100
4538,0.46,0.039,4538,0.08725701943844492,100,100
4539,0.46,0.04,4539,0.0736631905924118,100,100
4540,0.46,0.041,4540,0.11137543252595156,100,100
4541,0.46,0.042,4541,0.10954140404259943,100,100
4542,0.46,0.043000000000000003,4542,0.12483745123537061,100,100
4543,0.46,0.044,4543,0.09984871406959153,100,100
4544,0.46,0.045,4544,0.09273504273504274,100,100
4545,0.46,0.046,4545,0.09146077156480277,100,100
4546,0.46,0.047,4546,0.0959772627896808,100,100
4547,0.46,0.048,4547,0.12168856342881758,100,100
4548,0.46,0.049,4548,0.10464116888697894,100,100
4549,0.46,0.05,4549,0.09557867360208062,100,100
4550,0.46,0.051000000000000004,4550,0.11596998928188638,100,100
4551,0.46,0.052000000000000005,4551,0.11702127659574468,100,100
4552,0.46,0.053,4552,0.10460526315789474,100,100
4553,0.46,0.054,4553,0.0996464869642068,100,100
4554,0.46,0.055,4554,0.0868237347294939,100,100
4555,0.46,0.056,4555,0.13455328310010764,100,100
4556,0.46,0.057,4556,0.14567848800169889,100,100
4557,0.46,0.058,4557,0.14880694143167028,100,100
4558,0.46,0.059000000000000004,4558,0.15971926839642706,100,100
4559,0.46,0.06,4559,0.14152579107065452,100,100
4560,0.46,0.061,4560,0.11305872042068361,100,100
4561,0.46,0.062,4561,0.10540184453227931,100,100
4562,0.46,0.063,4562,0.12846998063266624,100,100
4563,0.46,0.064,4563,0.17367498904949627,100,100
4564,0.46,0.065,4564,0.15570786035553652,100,100
4565,0.46,0.066,4565,0.11294221050318612,100,100
4566,0.46,0.067,4566,0.1677447175506684,100,100
4567,0.46,0.068,4567,0.16126943005181346,100,100
4568,0.46,0.069,4568,0.15414676508901434,100,100
4569,0.46,0.07,4569,0.15144911745478318,100,100
4570,0.46,0.07100000000000001,4570,0.16898098696859645,100,100
4571,0.46,0.07200000000000001,4571,0.1755526657997399,100,100
4572,0.46,0.073,4572,0.18382352941176472,100,100
4573,0.46,0.074,4573,0.1598594642072903,100,100
4574,0.46,0.075,4574,0.11572244180939834,100,100
4575,0.46,0.076,4575,0.1317931793179318,100,100
4576,0.46,0.077,4576,0.17469229108183978,100,100
4577,0.46,0.078,4577,0.17708333333333334,100,100
4578,0.46,0.079,4578,0.19888196086863041,100,100
4579,0.46,0.08,4579,0.21391190580026168,100,100
4580,0.46,0.081,4580,0.14022140221402213,100,100
4581,0.46,0.082,4581,0.17740186510518327,100,100
4582,0.46,0.083,4582,0.21398124467178176,100,100
4583,0.46,0.084,4583,0.14285714285714285,100,100
4584,0.46,0.085,4584,0.19245858761987794,100,100
4585,0.46,0.08600000000000001,4585,0.16695652173913045,100,100
4586,0.46,0.08700000000000001,4586,0.2281449893390192,100,100
4587,0.46,0.088,4587,0.17751869775626924,100,100
4588,0.46,0.089,4588,0.16474605206999574,100,100
4589,0.46,0.09,4589,0.16060935799782372,100,100
4590,0.46,0.091,4590,0.19417897480451782,100,100
4591,0.46,0.092,4591,0.17788988813336257,100,100
4592,0.46,0.093,4592,0.1838536060279871,100,100
4593,0.46,0.094,4593,0.19801124081279722,100,100
4594,0.46,0.095,4594,0.21520646711819968,100,100
4595,0.46,0.096,4595,0.2153714408049668,100,100
4596,0.46,0.097,4596,0.2337323177366703,100,100
4597,0.46,0.098,4597,0.21105851979345955,100,100
4598,0.46,0.099,4598,0.23666958041958042,100,100
4599,0.46,0.1,4599,0.24363161332462444,100,100
4600,0.47000000000000003,0.001,4600,0.0,100,100
4601,0.47000000000000003,0.002,4601,0.004478566858605247,100,100
4602,0.47000000000000003,0.003,4602,0.00021417862497322766,100,100
4603,0.47000000000000003,0.004,4603,0.025559105431309903,100,100
4604,0.47000000000000003,0.005,4604,0.015545144804088586,100,100
4605,0.47000000000000003,0.006,4605,0.0068684267010088,100,100
4606,0.47000000000000003,0.007,4606,0.011264612114771519,100,100
4607,0.47000000000000003,0.008,4607,0.035630965005302224,100,100
4608,0.47000000000000003,0.009000000000000001,4608,0.03781243324076052,100,100
4609,0.47000000000000003,0.01,4609,0.014731369150779897,100,100
4610,0.47000000000000003,0.011,4610,0.007176023638666104,100,100
4611,0.47000000000000003,0.012,4611,0.05305699481865285,100,100
4612,0.47000000000000003,0.013000000000000001,4612,0.08319148936170213,100,100
4613,0.47000000000000003,0.014,4613,0.05358649789029536,100,100
4614,0.47000000000000003,0.015,4614,0.02478102969450972,100,100
4615,0.47000000000000003,0.016,4615,0.021048200378867607,100,100
4616,0.47000000000000003,0.017,4616,0.03227875160324925,100,100
4617,0.47000000000000003,0.018000000000000002,4617,0.03661375661375661,100,100
4618,0.47000000000000003,0.019,4618,0.047215752699555365,100,100
4619,0.47000000000000003,0.02,4619,0.05478589420654912,100,100
4620,0.47000000000000003,0.021,4620,0.05996548748921484,100,100
4621,0.47000000000000003,0.022,4621,0.04263402279442803,100,100
4622,0.47000000000000003,0.023,4622,0.054122621564482026,100,100
4623,0.47000000000000003,0.024,4623,0.029078469104126578,100,100
4624,0.47000000000000003,0.025,4624,0.07516891891891891,100,100
4625,0.47000000000000003,0.026000000000000002,4625,0.057318104906937395,100,100
4626,0.47000000000000003,0.027,4626,0.08174211542587427,100,100
4627,0.47000000000000003,0.028,4627,0.07167162909400256,100,100
4628,0.47000000000000003,0.029,4628,0.0642221280203476,100,100
4629,0.47000000000000003,0.03,4629,0.10232461602324616,100,100
4630,0.47000000000000003,0.031,4630,0.13309727140179128,100,100
4631,0.47000000000000003,0.032,4631,0.0752504796418674,100,100
4632,0.47000000000000003,0.033,4632,0.11893988364576599,100,100
4633,0.47000000000000003,0.034,4633,0.12966066191872644,100,100
4634,0.47000000000000003,0.035,4634,0.08562434417628541,100,100
4635,0.47000000000000003,0.036000000000000004,4635,0.12442684451854939,100,100
4636,0.47000000000000003,0.037,4636,0.07888094236432477,100,100
4637,0.47000000000000003,0.038,4637,0.10242982823627984,100,100
4638,0.47000000000000003,0.039,4638,0.08277646044406121,100,100
4639,0.47000000000000003,0.04,4639,0.11736988648532877,100,100
4640,0.47000000000000003,0.041,4640,0.08526293010170959,100,100
4641,0.47000000000000003,0.042,4641,0.11883311883311884,100,100
4642,0.47000000000000003,0.043000000000000003,4642,0.1242926011318382,100,100
4643,0.47000000000000003,0.044,4643,0.12373791621911923,100,100
4644,0.47000000000000003,0.045,4644,0.09959479633184047,100,100
4645,0.47000000000000003,0.046,4645,0.09324691616140497,100,100
4646,0.47000000000000003,0.047,4646,0.14449882953819962,100,100
4647,0.47000000000000003,0.048,4647,0.17326203208556148,100,100
4648,0.47000000000000003,0.049,4648,0.13043478260869565,100,100
4649,0.47000000000000003,0.05,4649,0.16462900505902192,100,100
4650,0.47000000000000003,0.051000000000000004,4650,0.08585640138408304,100,100
4651,0.47000000000000003,0.052000000000000005,4651,0.1589236914021442,100,100
4652,0.47000000000000003,0.053,4652,0.17180523070380607,100,100
4653,0.47000000000000003,0.054,4653,0.11674247346761966,100,100
4654,0.47000000000000003,0.055,4654,0.15673713431560965,100,100
4655,0.47000000000000003,0.056,4655,0.13080967402733965,100,100
4656,0.47000000000000003,0.057,4656,0.10478408128704488,100,100
4657,0.47000000000000003,0.058,4657,0.15786176654833994,100,100
4658,0.47000000000000003,0.059000000000000004,4658,0.16072558531955283,100,100
4659,0.47000000000000003,0.06,4659,0.1682682041426436,100,100
4660,0.47000000000000003,0.061,4660,0.16360952983343874,100,100
4661,0.47000000000000003,0.062,4661,0.14245989304812834,100,100
4662,0.47000000000000003,0.063,4662,0.1638334041648959,100,100
4663,0.47000000000000003,0.064,4663,0.14249309832236143,100,100
4664,0.47000000000000003,0.065,4664,0.16294547015886646,100,100
4665,0.47000000000000003,0.066,4665,0.17088074167720185,100,100
4666,0.47000000000000003,0.067,4666,0.18710493046776233,100,100
4667,0.47000000000000003,0.068,4667,0.2001259974800504,100,100
4668,0.47000000000000003,0.069,4668,0.15214148732154273,100,100
4669,0.47000000000000003,0.07,4669,0.15587478559176673,100,100
4670,0.47000000000000003,0.07100000000000001,4670,0.20543364681295717,100,100
4671,0.47000000000000003,0.07200000000000001,4671,0.17198656026879464,100,100
4672,0.47000000000000003,0.073,4672,0.21169739351557534,100,100
4673,0.47000000000000003,0.074,4673,0.18840271877655054,100,100
4674,0.47000000000000003,0.075,4674,0.1788793103448276,100,100
4675,0.47000000000000003,0.076,4675,0.15499573014517506,100,100
4676,0.47000000000000003,0.077,4676,0.17759211653813195,100,100
4677,0.47000000000000003,0.078,4677,0.18107702209826218,100,100
4678,0.47000000000000003,0.079,4678,0.1856837606837607,100,100
4679,0.47000000000000003,0.08,4679,0.1440390326686466,100,100
4680,0.47000000000000003,0.081,4680,0.2497870528109029,100,100
4681,0.47000000000000003,0.082,4681,0.25336179295624334,100,100
4682,0.47000000000000003,0.083,4682,0.17480719794344474,100,100
4683,0.47000000000000003,0.084,4683,0.16759537076725248,100,100
4684,0.47000000000000003,0.085,4684,0.18881720430107526,100,100
4685,0.47000000000000003,0.08600000000000001,4685,0.1962025316455696,100,100
4686,0.47000000000000003,0.08700000000000001,4686,0.2227214377406932,100,100
4687,0.47000000000000003,0.088,4687,0.19704433497536947,100,100
4688,0.47000000000000003,0.089,4688,0.1707471506964964,100,100
4689,0.47000000000000003,0.09,4689,0.21348075696364022,100,100
4690,0.47000000000000003,0.091,4690,0.22954005614338155,100,100
4691,0.47000000000000003,0.092,4691,0.2036802030456853,100,100
4692,0.47000000000000003,0.093,4692,0.18493723849372384,100,100
4693,0.47000000000000003,0.094,4693,0.23337651122625216,100,100
4694,0.47000000000000003,0.095,4694,0.21483375959079284,100,100
4695,0.47000000000000003,0.096,4695,0.263715710723192,100,100
4696,0.47000000000000003,0.097,4696,0.23538263112639723,100,100
4697,0.47000000000000003,0.098,4697,0.19538300104931794,100,100
4698,0.47000000000000003,0.099,4698,0.2226034741582672,100,100
4699,0.47000000000000003,0.1,4699,0.22770357604480826,100,100
4700,0.48,0.001,4700,0.0058823529411764705,100,100
4701,0.48,0.002,4701,0.012133891213389121,100,100
4702,0.48,0.003,4702,0.011187072715972654,100,100
4703,0.48,0.004,4703,0.0030807147258163892,100,100
4704,0.48,0.005,4704,0.036899608328179755,100,100
4705,0.48,0.006,4705,0.04887218045112782,100,100
4706,0.48,0.007,4706,0.025753768844221106,100,100
4707,0.48,0.008,4707,0.03469640644361834,100,100
4708,0.48,0.009000000000000001,4708,0.023144286905754794,100,100
4709,0.48,0.01,4709,0.029838375466224618,100,100
4710,0.48,0.011,4710,0.018234562784915042,100,100
4711,0.48,0.012,4711,0.012126280577043697,100,100
4712,0.48,0.013000000000000001,4712,0.023144286905754794,100,100
4713,0.48,0.014,4713,0.016611295681063124,100,100
4714,0.48,0.015,4714,0.04707091469681398,100,100
4715,0.48,0.016,4715,0.03235294117647059,100,100
4716,0.48,0.017,4716,0.06367973449491807,100,100
4717,0.48,0.018000000000000002,4717,0.020260492040520984,100,100
4718,0.48,0.019,4718,0.04312896405919662,100,100
4719,0.48,0.02,4719,0.0591184457906831,100,100
4720,0.48,0.021,4720,0.09229816229609746,100,100
4721,0.48,0.022,4721,0.03667017913593256,100,100
4722,0.48,0.023,4722,0.08144416456759027,100,100
4723,0.48,0.024,4723,0.050063371356147024,100,100
4724,0.48,0.025,4724,0.06153210819739831,100,100
4725,0.48,0.026000000000000002,4725,0.12474520994700367,100,100
4726,0.48,0.027,4726,0.11397135146356653,100,100
4727,0.48,0.028,4727,0.11923721709974854,100,100
4728,0.48,0.029,4728,0.06454960564549606,100,100
4729,0.48,0.03,4729,0.07099018003273322,100,100
4730,0.48,0.031,4730,0.11049723756906077,100,100
4731,0.48,0.032,4731,0.08718268830628381,100,100
